PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
103315,France,landline,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable
103316,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
103317,France,landline,Satisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103318,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
103319,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103320,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
103321,France,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103322,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
103323,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
103324,France,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
103325,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very favorable,Somewhat favorable,Very unfavorable
103326,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
103327,France,landline,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103328,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
103329,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
103330,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103331,France,landline,Dissatisfied, , ,Very bad,Improve a lot,Somewhat good,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Very favorable,Very favorable
103332,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
103333,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103334,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a lot,Worse off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
103335,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103336,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103337,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103338,France,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
103339,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
103340,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable
103341,France,landline,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
103342,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103343,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103344,France,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
103345,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
103346,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
103347,France,landline,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
103348,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable
103349,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
103350,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
103351,France,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
103352,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable
103353,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
103354,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Very bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
103355,France,landline,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
103356,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
103357,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103358,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103359,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable
103360,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103361,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103362,France,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
103363,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
103364,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
103365,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
103366,France,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
103367,France,landline,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
103368,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
103369,France,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
103370,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
103371,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
103372,France,landline,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
103373,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
103374,France,landline,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
103375,France,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable
