PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
119066,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Don't know,Very favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119067,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119068,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119069,Lebanon, ,Dissatisfied, , ,Very bad,Don't know,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119070,Lebanon, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable, ,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119071,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119072,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119073,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very good,Improve a little,Same (Volunteered),Very unfavorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119074,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119075,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119076,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
119077,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Don't know,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119078,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119079,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
119080,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119081,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119082,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119083,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Don't know,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119084,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119085,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a lot,Worse off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119086,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119087,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
119088,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119089,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119090,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119091,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119092,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
119093,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119094,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Don't know,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119095,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119096,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, ,Don't know,Don't know,Don't know,Don't know
119097,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very good,Remain the same,Better off,Very favorable,Very favorable,Don't know,Very unfavorable,Don't know,Very favorable,Very favorable, ,Very unfavorable,Don't know,Very unfavorable,Very unfavorable
119098,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119099,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
119100,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119101,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119102,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Don't know,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119103,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
119104,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119105,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119106,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
119107,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119108,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Don't know,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
119109,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119110,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Don't know,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
119111,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119112,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119113,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
119114,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119115,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119116,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119117,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a lot,Worse off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119118,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119119,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119120,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Same (Volunteered),Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119121,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
119122,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
119123,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Better off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
119124,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
119125,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, ,Don't know,Don't know,Don't know,Don't know
119126,Lebanon, ,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Same (Volunteered),Very favorable,Somewhat favorable,Don't know,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Don't know,Very unfavorable,Very unfavorable
