PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
102102,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102103,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Very good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat favorable
102104,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102105,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Don't know
102106,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102107,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102108,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know
102109,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102110,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102111,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
102112,South Korea, ,Dissatisfied, , ,Don't know,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Don't know,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know
102113,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102114,South Korea, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
102115,South Korea, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable
102116,South Korea, ,Satisfied, , ,Very bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
102117,South Korea, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know
102118,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
102119,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102120,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102121,South Korea, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very favorable,Somewhat favorable
102122,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
102123,South Korea, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable
102124,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102125,South Korea, ,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
102126,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102127,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Very favorable,Very favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102128,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102129,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Don't know,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102130,South Korea, ,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102131,South Korea, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Very favorable,Very favorable
102132,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very good,Improve a little,Worse off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102133,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know
102134,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102135,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
102136,South Korea, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102137,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102138,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Very favorable
102139,South Korea, ,Don't know, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Somewhat favorable,Very favorable
102140,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102141,South Korea, ,Satisfied, , ,Very good,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable
102142,South Korea, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
102143,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102144,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Worsen a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Don't know
102145,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102146,South Korea, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Somewhat favorable
102147,South Korea, ,Don't know, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Don't know
102148,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
102149,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
102150,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable
102151,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
102152,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102153,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102154,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable
102155,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
102156,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Don't know,Somewhat favorable
102157,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
102158,South Korea, ,Don't know, , ,Somewhat bad,Remain the same,Don't know,Improve a little,Same (Volunteered),Somewhat unfavorable,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
102159,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Somewhat favorable,Somewhat favorable
102160,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
102161,South Korea, ,Satisfied, , ,Very bad,Remain the same,Very bad,Worsen a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Somewhat favorable
102162,South Korea, ,Dissatisfied, , ,Somewhat good,Don't know,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Don't know,Somewhat favorable
102163,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
102164,South Korea, ,Don't know, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
102165,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102166,South Korea, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102167,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
102168,South Korea, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable
102169,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable
102170,South Korea, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102171,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
102172,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Don't know,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable
102173,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
