PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
102601,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable, 
102602,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102603,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Somewhat favorable,Don't know, 
102604,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable,Very favorable, 
102605,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable, 
102606,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, 
102607,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable, 
102608,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know, 
102609,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, 
102610,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know, 
102611,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, 
102612,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, 
102614,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102615,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Don't know,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102616,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, 
102617,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Refused,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102618,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Don't know,Don't know,Don't know,Don't know,Somewhat favorable,Don't know, 
102619,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Very favorable,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, 
102620,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, 
102621,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102622,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know, 
102623,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Refused, 
102624,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102625,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, 
102626,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable, 
102627,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Don't know, 
102628,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, 
102630,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102631,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102632,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, 
102633,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Don't know, 
102635,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, 
102636,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable, 
102637,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable, 
102638,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102639,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable, 
102640,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102642,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102643,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, 
102644,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't know,Don't know, 
102645,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, 
102646,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, 
102647,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102648,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable, 
102649,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102650,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Don't know,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, 
102651,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Don't know,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable, 
102652,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Refused,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102653,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Worsen a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know, 
102655,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, 
102656,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Very favorable,Somewhat favorable,Don't know, 
102657,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable, 
102658,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable, 
102659,Canada,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Don't know,Very favorable,Somewhat favorable, 
102660,Canada,cell phone,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, 
102662,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, 
102664,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable, 
102665,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, 
102666,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, 
102667,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, 
102668,Canada,landline,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, 
